,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,58,
57,59,
58,60,
59,61,
60,62,
61,63,
62,65,
63,66,
64,67,
65,68,
66,70,
67,71,
68,72,
69,74,
70,75,
71,77,
72,78,
73,80,
74,81,
75,83,
76,84,
77,86,
78,87,
79,89,
80,91,
81,93,
82,94,
83,96,56666.91496918248
84,98,4579.811096223741
85,100,1612.9251906801137
86,102,780.5087651826328
87,104,432.7497584293549
88,106,282.42056751913435
89,108,208.96699383885039
90,110,175.14849518453244
91,112,173.6070778630486
92,114,204.69971207604766
93,116,283.103901727767
94,119,574.0871785058271
95,121,911.2917275391267
96,123,1688.4356499917924
97,126,7743.122745269427
98,128,47033.77334350535
